no,group1,group2,sc0,sc1,sc2_1,sc3,q2_a1,q2_1b_1,q2_1b_2,q2_a2,q2_2b_1,q2_2b_2,q2_a3,q2_3b_1,q2_3b_2,q2_4_1,q2_4_2,q1_1,q1_2,q1_3,q1_4,q1_5,q1_6,q1_7,q1_8,q3_1,q3_2,q4_1_1,q4_1_2,q4_1_3,q4_2_1,q4_2_2,q4_2_3,q5_1,q5_2,q5_3,q5_4,q5_5,q5_6,q5_7,q5_8,q5_9,q5_10,q5_11,q5_12,q6_1,q6_2,q6_3,q6_4,sq1_1,sq1_2,sq1_3,sq1_4,sq1_5,sq1_6,sq1_7,sq1_8
301,4,1,1,1,58,2,8,,,5,1,0,3,0,30,4,0,3,3,3,3,3,3,3,3,2,2,4,4,4,4,4,4,3,3,4,3,1,1,3,3,4,2,1,2,2,5,2,1,4,2,4,2,2,4,2,4
303,2,,1,1,35,2,7,0,30,7,0,30,7,1,0,3,0,5,2,4,1,2,5,1,5,7,7,1,1,1,1,1,1,5,4,5,4,1,1,5,4,5,4,4,1,7,6,6,6,,,,,,,,
304,12,1,1,1,55,2,8,,,8,,,8,,,5,0,3,3,3,3,3,3,3,3,4,4,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,3,3,3,3,3
305,16,,1,2,51,2,8,,,8,,,8,,,1,0,3,3,3,3,3,3,3,4,4,3,1,1,1,2,3,4,2,2,2,2,1,2,2,2,2,1,2,2,4,4,4,4,,,,,,,,
306,2,1,1,1,37,2,8,,,8,,,5,2,0,3,0,4,3,3,3,1,1,5,2,3,1,1,1,1,1,1,1,1,1,1,1,5,3,3,3,2,3,3,3,1,1,1,1,2,3,3,3,5,3,4,3
307,13,,1,2,24,2,8,,,8,,,8,,,5,0,3,4,3,3,3,3,4,3,3,4,5,5,6,4,4,4,3,4,3,3,3,3,3,3,3,4,3,3,4,4,4,4,,,,,,,,
308,7,1,1,2,49,2,8,,,8,,,5,0,30,1,30,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
309,7,,1,2,48,2,8,,,8,,,7,1,10,15,0,1,4,2,4,4,3,4,2,1,1,4,5,5,1,1,1,2,2,4,2,1,2,2,2,5,3,1,2,3,4,3,3,,,,,,,,
310,12,,1,1,56,2,8,,,8,,,8,,,3,0,1,5,2,2,5,1,5,1,1,1,2,3,4,2,3,2,2,2,1,2,1,5,1,2,2,2,1,5,2,3,2,3,,,,,,,,
311,2,,1,1,38,2,8,,,8,,,7,0,30,2,0,1,5,1,5,5,1,5,1,1,1,3,4,3,3,3,3,2,3,3,2,2,2,2,2,2,2,2,2,1,1,1,1,,,,,,,,
312,5,,1,2,26,2,8,,,8,,,2,2,0,11,0,4,2,3,3,1,5,1,2,2,1,7,7,7,5,5,4,5,3,3,4,1,1,5,4,5,2,1,1,2,2,2,1,,,,,,,,
313,10,1,1,1,39,2,8,,,8,,,8,,,5,0,3,3,3,3,4,2,4,2,4,4,5,5,5,5,5,5,2,2,2,2,2,2,1,1,1,1,1,1,4,4,4,4,4,3,3,3,2,3,4,3
314,3,1,1,1,46,2,4,0,50,3,2,0,2,1,0,3,0,3,4,3,4,2,3,2,3,3,3,4,4,4,4,4,4,3,3,3,3,2,2,3,3,4,3,3,3,5,5,5,5,3,4,3,4,2,3,3,2
315,8,1,1,2,54,2,8,,,3,3,0,8,,,6,0,1,4,4,1,2,3,3,3,2,2,6,6,6,6,6,6,3,3,3,2,2,2,3,2,4,2,2,1,5,5,5,5,1,4,3,4,3,1,4,2
316,5,1,1,2,28,2,2,1,0,1,1,0,1,1,0,1,0,3,3,2,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,2,4,3,3,3,3,3,4,4,3,4,4,5,4,3,3,3,4,3,3,3,3
317,2,1,1,1,37,2,8,,,1,0,30,5,0,30,2,0,3,3,3,3,2,4,2,3,3,2,4,5,5,4,4,4,3,3,3,3,2,2,3,3,4,3,2,2,3,3,3,3,3,3,3,3,2,4,3,3
318,5,,1,2,29,2,8,,,8,,,4,1,0,12,0,2,4,3,4,2,4,3,2,3,3,5,5,5,5,4,3,3,2,3,3,4,2,3,5,5,3,4,2,2,2,2,3,,,,,,,,
319,6,1,1,2,34,2,8,,,8,,,3,0,10,1,0,1,3,2,3,5,2,4,1,2,1,5,5,6,2,2,2,1,1,1,4,2,4,3,2,4,3,1,1,1,1,1,1,2,3,2,4,4,2,4,1
320,3,,1,1,41,2,7,1,0,3,1,30,2,3,0,7,0,4,3,3,3,3,3,3,2,5,5,1,1,1,1,1,1,4,4,5,5,4,1,4,4,5,4,3,1,6,5,4,3,,,,,,,,
321,4,,1,1,57,2,1,5,0,1,1,30,7,1,0,15,0,5,2,4,2,2,4,2,4,7,7,7,7,7,7,7,7,5,5,5,4,1,1,4,4,5,2,1,1,7,7,7,6,,,,,,,,
322,2,1,1,1,38,2,8,,,1,1,0,5,0,30,4,0,4,3,4,2,2,4,2,4,3,3,4,4,4,4,4,4,4,4,4,3,3,2,4,4,4,3,4,2,2,2,2,2,4,2,4,2,2,4,2,4
323,8,1,1,2,52,2,8,,,8,,,4,2,0,3,0,3,3,2,3,2,3,3,3,2,5,7,7,7,5,5,5,3,3,3,5,3,1,3,3,5,5,1,1,5,5,5,4,3,3,3,3,3,3,3,3
324,2,,1,1,35,2,8,,,8,,,3,0,20,0,30,1,4,2,4,5,2,4,2,1,1,4,3,2,2,3,3,2,1,2,2,2,2,2,1,4,3,2,2,5,3,4,4,,,,,,,,
325,6,1,1,2,37,2,8,,,8,,,7,2,0,1,0,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,3,3,3,3,3,3,3
326,16,,1,2,53,2,8,,,8,,,8,,,5,0,4,1,4,1,1,4,1,4,2,2,5,5,6,3,3,2,4,3,4,4,1,1,4,4,4,4,1,1,5,4,4,3,,,,,,,,
327,3,1,1,1,48,2,2,0,50,1,0,30,8,,,4,30,2,2,2,2,3,3,3,3,3,3,7,7,7,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,3,3,3,3,2,4,2
328,5,1,1,2,26,2,8,,,1,0,30,1,0,30,11,0,5,1,5,4,2,4,2,2,5,4,7,7,7,5,1,5,4,4,4,2,5,1,4,4,5,4,4,1,2,2,2,1,4,1,4,2,2,4,2,3
329,15,,1,2,45,2,8,,,8,,,8,,,2,30,3,3,3,3,3,3,3,3,4,4,5,5,5,3,3,3,2,2,2,2,2,3,2,2,2,2,2,2,3,3,3,3,,,,,,,,
330,4,,1,1,51,2,1,2,30,8,,,3,1,30,1,30,4,2,4,2,2,4,2,4,6,4,5,5,5,5,5,5,4,4,4,3,2,2,4,4,4,4,2,2,5,6,6,5,,,,,,,,
331,2,,1,1,35,2,7,2,30,7,1,0,7,1,0,5,0,3,3,2,3,3,3,2,3,4,3,5,4,4,5,4,6,3,2,3,4,3,2,2,3,4,3,3,3,4,5,5,4,,,,,,,,
332,2,,1,1,39,2,8,,,8,,,1,0,30,0,0,3,2,2,2,3,4,2,3,6,4,7,7,7,3,4,5,3,4,5,4,1,1,3,3,5,4,1,1,1,1,6,1,,,,,,,,
333,3,1,1,1,43,2,8,,,8,,,7,1,30,7,0,3,4,4,3,3,4,3,3,1,1,5,5,5,4,4,4,3,3,4,3,3,3,3,3,4,3,3,3,4,4,4,4,3,3,3,3,3,3,3,2
334,4,1,1,1,51,2,8,,,8,,,6,1,0,10,0,1,5,3,5,5,1,5,1,2,1,7,7,4,7,7,7,1,1,1,1,1,5,1,1,3,1,1,5,1,1,1,1,1,5,1,5,5,1,5,1
335,3,,1,1,42,2,2,1,30,8,,,2,0,30,5,0,4,3,3,3,3,4,3,3,5,5,4,4,4,5,5,5,3,3,4,2,3,2,4,3,2,3,4,3,4,5,4,4,,,,,,,,
337,13,1,1,2,26,2,8,,,8,,,8,,,8,0,4,3,4,4,4,3,2,4,4,4,4,3,5,5,4,4,4,2,4,3,4,3,2,4,3,3,4,3,4,3,4,3,4,4,3,3,4,3,3,3
338,12,1,1,1,58,2,8,,,8,,,8,,,5,0,3,3,3,3,3,3,3,3,1,1,4,4,4,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,1,1,1,1,1,1,1,1
339,14,1,1,2,35,2,8,,,8,,,8,,,8,0,4,2,4,3,4,4,1,2,1,1,6,6,6,6,6,6,5,3,4,4,4,5,4,4,5,5,4,4,1,1,1,1,4,2,4,1,3,4,1,3
341,14,1,1,2,39,2,8,,,8,,,8,,,5,30,3,3,3,3,3,3,3,3,1,1,5,5,5,6,6,6,2,2,2,2,2,3,2,2,3,3,2,2,4,4,4,4,2,3,3,3,3,3,3,3
342,12,,1,1,56,2,8,,,8,,,8,,,12,0,2,4,2,4,4,2,4,2,2,2,4,4,4,4,4,4,2,2,2,2,2,4,2,2,3,4,2,3,3,3,3,3,,,,,,,,
343,8,,1,2,52,2,1,1,0,1,1,0,3,0,30,6,0,3,3,4,2,2,3,3,4,6,6,6,6,6,6,6,6,4,4,4,1,1,1,4,4,4,1,1,1,2,5,5,6,,,,,,,,
344,15,,1,2,42,2,8,,,8,,,8,,,6,0,2,3,3,3,3,3,3,3,3,3,2,2,2,5,5,5,3,3,3,3,2,2,3,3,3,3,3,2,5,5,4,4,,,,,,,,
345,4,1,1,1,57,2,8,,,2,2,0,5,0,30,10,0,3,3,3,3,3,3,3,2,3,4,4,5,4,4,4,3,3,3,3,2,2,3,3,2,3,2,2,2,4,4,4,3,3,3,3,4,3,3,3,3
346,8,,1,2,56,2,8,,,8,,,2,3,0,0,0,2,4,2,4,4,2,4,2,1,1,5,5,5,1,1,1,4,3,4,3,4,4,3,3,3,4,4,4,5,4,4,3,,,,,,,,
347,15,,1,2,45,2,8,,,8,,,8,,,10,0,1,4,1,1,4,2,4,2,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,
348,14,,1,2,38,2,8,,,8,,,8,,,1,0,3,3,3,4,4,4,4,4,1,1,3,4,4,3,7,5,3,3,4,5,3,3,4,3,3,3,4,4,5,4,4,5,,,,,,,,
349,4,1,1,1,50,2,8,,,8,,,1,0,40,11,0,3,3,3,3,4,3,3,3,4,3,5,4,4,5,4,4,2,3,3,3,3,2,3,3,3,3,3,3,4,4,4,4,3,4,2,3,3,3,3,2
350,14,,1,2,37,2,8,,,8,,,8,,,15,0,1,5,1,5,5,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,5,1,1,1,1,,,,,,,,
351,4,,1,1,56,2,8,,,8,,,3,1,0,12,0,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,2,3,3,3,3,2,3,2,2,2,3,3,3,3,,,,,,,,
352,8,,1,2,53,2,8,,,8,,,6,1,0,15,0,3,4,3,3,3,3,3,2,2,2,4,4,4,4,4,4,3,3,3,2,2,1,3,3,3,2,2,2,4,4,3,2,,,,,,,,
353,13,,1,2,26,2,8,,,8,,,8,,,7,30,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,
354,7,,1,2,49,2,8,,,6,1,0,7,5,0,4,0,4,1,4,1,1,4,1,3,1,1,5,5,5,5,5,5,4,4,4,1,1,1,4,4,4,4,4,1,6,6,6,6,,,,,,,,
355,7,1,1,2,48,2,8,,,7,2,0,4,0,50,4,0,3,3,3,3,3,3,3,3,7,7,5,5,5,5,5,5,3,3,3,2,2,2,3,3,3,2,3,2,3,3,3,3,4,3,3,3,2,4,2,4
356,10,,1,1,30,2,8,,,8,,,8,,,8,0,1,5,1,5,5,1,5,1,1,1,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,
357,8,,1,2,51,2,8,,,8,,,4,1,30,6,0,2,4,2,4,3,3,3,2,6,5,5,5,5,4,4,4,3,3,3,3,2,2,3,2,4,2,2,1,4,4,4,4,,,,,,,,
358,5,1,1,2,25,2,8,,,8,,,5,0,20,10,0,4,2,2,2,2,4,2,2,2,2,5,5,5,5,5,3,4,3,3,2,2,2,3,2,4,2,3,2,5,3,2,3,4,2,3,2,2,4,2,3
359,7,1,1,2,47,2,8,,,8,,,5,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,1,1,3,2,1,2,1,1,1,1,1,5,1,4,5,1,5,1
360,8,1,1,2,55,2,1,1,0,1,0,10,7,2,0,10,0,4,2,4,1,2,4,2,4,7,6,7,7,7,7,7,5,5,4,4,4,2,1,5,4,5,4,2,1,7,7,7,7,4,1,3,1,1,5,1,5
361,4,,1,1,58,2,7,1,0,8,,,7,1,0,4,0,3,3,3,3,3,3,3,3,6,6,6,6,6,4,4,4,3,4,4,4,1,1,4,3,4,4,1,1,5,5,5,5,,,,,,,,
363,14,1,1,2,32,2,8,,,8,,,8,,,0,20,2,4,2,4,5,2,3,3,1,1,5,5,5,3,3,3,2,2,2,2,2,2,2,2,4,2,3,2,1,1,1,1,3,4,2,3,3,3,4,3
365,8,,1,2,57,2,8,,,8,,,4,1,30,5,0,2,4,2,4,5,1,4,1,1,2,4,4,2,2,2,2,2,2,2,1,2,3,1,1,2,1,1,3,2,2,2,2,,,,,,,,
366,7,,1,2,49,2,8,,,8,,,5,1,0,8,0,1,3,3,3,3,3,4,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,
367,15,1,1,2,43,2,8,,,8,,,8,,,1,30,1,4,3,4,4,1,4,1,1,1,1,1,1,1,1,1,1,1,5,5,5,1,1,5,5,5,5,1,1,1,1,1,1,1,5,5,5,1,5,1
368,14,,1,2,39,2,8,,,8,,,8,,,0,40,1,2,2,3,4,1,4,1,1,1,2,3,4,2,3,2,2,2,1,2,2,3,2,2,4,1,1,2,1,1,1,1,,,,,,,,
369,14,,1,2,34,2,8,,,8,,,8,,,2,0,1,5,1,1,5,1,4,1,2,1,7,7,7,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,
370,5,1,1,2,27,2,8,,,8,,,2,0,30,6,30,2,4,2,4,2,2,4,3,2,2,7,7,7,2,5,4,3,3,3,2,1,1,2,3,5,2,1,1,1,1,1,1,2,4,4,4,2,3,3,2
371,5,,1,2,25,2,8,,,1,0,20,4,0,30,12,0,2,2,2,2,2,3,2,3,3,3,5,5,5,6,5,3,3,3,3,4,1,2,3,3,3,3,3,2,4,4,4,4,,,,,,,,
372,4,,1,1,53,2,1,3,0,3,0,10,2,0,10,10,0,5,1,4,1,1,5,1,4,6,6,5,6,6,7,7,6,5,5,5,5,1,1,5,5,5,2,1,1,2,1,5,5,,,,,,,,
373,4,,1,1,52,2,8,,,8,,,7,0,30,4,0,3,3,4,3,2,4,2,3,2,2,5,5,5,5,5,5,3,3,4,2,1,1,3,3,4,2,2,2,5,5,5,5,,,,,,,,
374,5,1,1,2,26,2,8,,,3,0,30,3,0,30,5,0,2,2,4,2,2,4,3,4,5,5,6,5,6,6,6,4,4,4,4,4,2,2,4,3,4,4,3,2,2,2,2,2,4,2,4,4,2,4,3,4
375,5,,1,2,23,2,8,,,8,,,5,2,0,6,0,2,3,2,3,4,3,3,2,3,3,4,4,4,4,4,4,2,2,2,2,2,4,2,2,2,2,2,2,3,3,3,3,,,,,,,,
376,7,,1,2,40,2,8,,,8,,,3,0,10,2,0,3,3,3,3,3,3,3,3,3,3,5,6,5,5,5,5,3,4,3,3,3,3,3,4,3,3,3,3,4,4,4,4,,,,,,,,
377,14,,1,2,36,2,8,,,8,,,8,,,5,0,1,4,1,4,4,2,4,2,1,1,1,1,1,1,1,1,2,2,2,2,2,5,2,2,2,2,2,4,1,1,1,1,,,,,,,,
378,12,,1,1,51,2,8,,,8,,,8,,,5,0,2,4,2,4,4,2,4,2,2,2,5,5,5,3,4,3,2,2,2,2,2,3,2,2,4,4,2,2,2,2,2,2,,,,,,,,
379,5,,1,2,27,2,8,,,8,,,1,0,30,10,0,1,5,1,5,5,1,5,1,1,1,5,5,5,4,4,3,1,1,1,2,1,5,1,1,2,2,1,2,5,3,5,2,,,,,,,,
380,15,,1,2,41,2,8,,,8,,,8,,,10,0,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,,,,,,,,
381,5,,1,2,20,2,8,,,8,,,6,5,0,5,0,3,3,3,3,3,3,3,3,5,5,5,5,5,5,4,5,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,,,,,,,,
382,15,,1,2,45,2,8,,,8,,,8,,,15,0,1,4,1,5,5,2,5,1,1,1,5,6,7,3,2,1,2,1,3,4,1,1,2,3,5,4,3,2,1,2,2,1,,,,,,,,
383,14,1,1,2,33,2,8,,,8,,,8,,,12,0,1,5,1,5,5,1,5,1,1,1,2,2,2,1,1,1,1,1,3,3,3,1,1,1,3,3,2,1,1,1,1,1,4,4,4,4,5,5,5,5
384,12,,1,1,58,2,8,,,8,,,8,,,10,0,3,3,3,3,3,3,3,3,1,1,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,,,,,,,,
385,7,,1,2,44,2,8,,,2,0,20,5,0,40,4,0,2,3,4,3,3,4,3,3,3,3,5,6,5,4,4,4,3,3,3,2,2,2,3,4,5,5,4,2,3,2,3,3,,,,,,,,
386,7,,1,2,41,2,8,,,8,,,2,2,10,5,30,4,3,3,2,2,4,3,2,3,3,4,4,4,4,5,5,3,4,4,1,1,2,4,3,4,4,2,2,3,6,5,3,,,,,,,,
387,7,,1,2,45,2,8,,,8,,,6,0,30,10,0,4,2,4,2,3,4,3,4,3,3,4,4,5,5,5,4,4,2,4,2,2,2,4,4,4,2,2,2,2,5,5,4,,,,,,,,
388,7,,1,2,43,2,8,,,8,,,3,6,0,8,0,1,4,1,4,5,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,5,1,1,1,1,,,,,,,,
389,15,,1,2,45,2,8,,,8,,,8,,,12,30,1,1,1,5,5,1,5,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,
390,16,,1,2,57,2,8,,,8,,,8,,,9,0,3,2,3,2,2,4,2,3,2,1,6,6,6,5,4,5,3,3,4,1,1,1,3,2,4,1,1,1,1,1,1,1,,,,,,,,
391,7,1,1,2,47,2,4,1,0,4,1,0,7,0,20,6,0,1,1,1,1,3,3,3,3,4,4,4,4,4,4,4,4,3,3,3,3,3,2,2,3,3,3,3,3,4,4,4,4,3,3,3,3,3,3,3,3
392,7,,1,2,45,2,8,,,8,,,4,0,30,6,30,3,4,3,4,3,3,4,2,1,1,6,6,7,2,4,3,4,3,4,2,2,3,3,3,4,3,4,2,2,1,1,2,,,,,,,,
393,15,1,1,2,42,2,8,,,8,,,8,,,6,0,5,4,4,4,5,4,4,3,3,3,5,4,4,2,4,3,2,4,3,3,3,2,4,4,3,3,3,3,3,3,3,3,2,2,3,4,4,3,3,3
394,15,,1,2,43,2,8,,,8,,,8,,,0,30,2,3,3,3,2,3,2,3,1,1,3,5,4,5,4,5,5,3,4,3,5,3,2,2,4,4,2,4,5,3,5,4,,,,,,,,
395,16,,1,2,52,2,8,,,8,,,8,,,7,0,1,3,2,3,4,3,4,1,1,1,3,3,3,3,3,3,1,1,1,1,1,4,1,1,3,1,1,3,1,1,1,1,,,,,,,,
396,16,,1,2,52,2,8,,,8,,,8,,,0,30,2,4,3,4,3,2,4,2,1,1,4,2,3,2,3,1,1,2,2,4,4,4,4,4,4,4,3,2,2,4,3,2,,,,,,,,
397,15,,1,2,48,2,8,,,8,,,8,,,10,0,2,5,2,3,4,2,5,2,1,1,4,5,5,4,4,4,2,2,2,2,2,3,2,2,4,2,2,2,2,2,2,2,,,,,,,,
398,16,,1,2,52,2,8,,,8,,,8,,,6,0,1,3,2,3,3,1,3,1,1,1,7,7,7,4,4,4,1,1,3,1,1,1,1,1,5,3,1,1,7,5,7,7,,,,,,,,
399,16,1,1,2,52,2,8,,,8,,,8,,,8,0,1,4,1,3,3,3,3,3,4,4,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,2,3,3,3,4,3
400,16,,1,2,56,2,8,,,8,,,8,,,7,0,3,3,3,3,3,3,3,3,1,1,6,6,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,,,,,,,,
401,5,,1,2,27,2,8,,,7,1,30,5,1,0,6,0,4,3,4,4,2,4,3,2,2,1,3,3,5,4,5,3,4,3,3,4,4,2,3,2,4,4,4,2,4,3,3,3,,,,,,,,
402,6,1,1,2,34,2,1,1,0,8,,,2,1,0,5,0,4,2,4,1,1,4,1,4,4,4,6,6,7,7,7,7,5,5,5,3,3,1,5,5,5,2,3,1,6,6,6,6,5,3,4,2,1,5,1,4
403,7,1,1,2,43,2,3,3,0,2,1,0,5,1,0,1,0,4,3,3,3,3,3,4,3,5,5,6,6,6,5,5,4,4,3,3,3,4,2,3,3,4,3,3,2,3,4,3,4,2,3,2,3,3,2,3,3
404,3,1,1,1,48,2,8,,,8,,,5,1,0,16,0,2,4,2,4,4,2,4,2,2,2,5,5,5,3,4,3,2,2,3,2,2,3,3,2,4,4,2,2,2,2,2,2,2,4,2,4,4,2,4,2
405,3,1,1,1,45,2,6,1,30,6,1,0,6,0,30,8,0,3,2,4,2,2,4,2,5,7,7,5,5,5,5,5,4,4,4,4,3,1,1,2,4,5,4,1,1,2,3,1,1,4,2,3,2,2,3,2,5
406,4,,1,1,58,2,2,1,30,8,,,5,0,30,10,0,4,2,3,2,3,4,2,3,2,2,4,5,5,5,5,5,3,3,4,3,2,2,4,3,4,3,2,2,4,5,5,4,,,,,,,,
407,7,1,1,2,45,2,8,,,8,,,6,2,0,5,0,1,5,1,1,5,1,5,1,1,1,5,5,5,2,2,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,5,1,5,5,1,5,1
408,5,1,1,2,27,2,8,,,8,,,1,0,10,5,0,1,1,1,1,5,1,5,1,1,1,5,5,5,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,5,1,1,1
409,4,1,1,1,55,2,8,,,8,,,5,1,0,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3
410,2,1,1,1,37,2,3,0,20,2,0,20,7,1,0,12,30,4,3,4,2,2,4,1,4,7,7,6,6,6,7,7,7,4,4,4,4,2,2,4,4,4,2,4,1,7,6,6,6,4,2,3,3,3,3,2,3
411,5,,1,2,20,2,8,,,8,,,4,2,0,2,0,1,1,1,1,1,1,1,1,1,1,5,5,5,5,6,6,5,4,5,5,5,4,5,5,5,4,4,5,1,1,1,1,,,,,,,,
412,4,1,1,1,50,2,8,,,3,0,50,3,0,50,6,0,3,2,3,3,3,4,2,3,2,3,5,6,6,5,5,4,3,3,4,3,2,1,3,3,5,3,2,1,4,5,5,4,3,2,4,3,3,4,2,3
413,7,1,1,2,46,2,3,0,40,4,0,30,4,0,40,2,30,2,3,2,2,3,3,3,2,5,5,5,5,5,5,4,5,3,4,4,3,2,3,2,3,4,3,3,2,5,5,5,6,4,5,3,4,2,3,3,3
